Title,Year,Issue,ArticleURL,Abstract,Author_Name,Author_University
Consumers’ Opinion Orientations and Their Credit Risk: An Econometric Analysis Enhanced by Multimodal Analytics,2024,Issue 4,https://aisel.aisnet.org/jais/vol25/iss4/1,No Abstract,Wei Xu,Renmin University of China
"Charting the Waters Ahead: Moby, Dick, and Jane",2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/10,No Abstract,Dorothy E. Leidner,University of Virginia
Toward an Understanding of Gig Work Risks and Worker Agency on Different Digital Labor Platforms,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/9,No Abstract,Xuefei (Nancy) Deng,"California State University, Dominguez Hills"
Toward an Understanding of Gig Work Risks and Worker Agency on Different Digital Labor Platforms,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/9,No Abstract,Robert D. Galliers,Bentley University / Warwick Business School
Unraveling Grievance Formation in Online Movement Research: Insights from the Amnesty International Sex Worker Policy Protest,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/8,No Abstract,Lisen Selander,University of Gothenburg
Unraveling Grievance Formation in Online Movement Research: Insights from the Amnesty International Sex Worker Policy Protest,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/8,No Abstract,Sirkka L. Jarvenpaa,University of Texas at Austin
Inverse Transparency and the Quest for Empowerment through the Design of Digital Workplace Technologies,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/7,No Abstract,Maren Gierlich-Joas,Copenhagen Business School
Inverse Transparency and the Quest for Empowerment through the Design of Digital Workplace Technologies,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/7,No Abstract,Abayomi Baiyere,Queen’s University / Copenhagen Business School / MIT Center for Information Systems Research
Inverse Transparency and the Quest for Empowerment through the Design of Digital Workplace Technologies,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/7,No Abstract,Thomas Hess,LMU Munich School of Management
A Typology and Model of Privacy- and Security-Concerned Users’ Attitudes toward Digital Footprints and the Consequent Influence on Their Social Media Adaptation,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/6,No Abstract,Syed Sardar Muhammad,Brunel University
A Typology and Model of Privacy- and Security-Concerned Users’ Attitudes toward Digital Footprints and the Consequent Influence on Their Social Media Adaptation,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/6,No Abstract,Bidit L. Dey,University of Sheffield
A Typology and Model of Privacy- and Security-Concerned Users’ Attitudes toward Digital Footprints and the Consequent Influence on Their Social Media Adaptation,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/6,No Abstract,Hillol Bala,Indiana University
A Typology and Model of Privacy- and Security-Concerned Users’ Attitudes toward Digital Footprints and the Consequent Influence on Their Social Media Adaptation,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/6,No Abstract,Sharifah Faridah Syed Alwi,Cranfield University
A Typology and Model of Privacy- and Security-Concerned Users’ Attitudes toward Digital Footprints and the Consequent Influence on Their Social Media Adaptation,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/6,No Abstract,Yousra Asaad,Brunel University London
Agile Project Management Styles and Control Ambidexterity in Agile Information Systems Development Projects: An Exploratory Case Study,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/5,No Abstract,Peter Virag,Vienna University of Economics and Business
Agile Project Management Styles and Control Ambidexterity in Agile Information Systems Development Projects: An Exploratory Case Study,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/5,No Abstract,Edward W. N. Bernroider,Vienna University of Economics and Business
Agile Project Management Styles and Control Ambidexterity in Agile Information Systems Development Projects: An Exploratory Case Study,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/5,No Abstract,Ulrich Remus,University of Innsbruck
The Role of Dissonant Relational Multiplexity in Information System Implementation Failures: Insights from a Grounded Theory Approach,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/4,No Abstract,Sutirtha Chatterjee,"University of Nevada, Las Vegas"
The Role of Dissonant Relational Multiplexity in Information System Implementation Failures: Insights from a Grounded Theory Approach,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/4,No Abstract,Suranjan Chakraborty,Towson University
The Role of Dissonant Relational Multiplexity in Information System Implementation Failures: Insights from a Grounded Theory Approach,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/4,No Abstract,H. Kevin Fulk,Western Carolina University
The Role of Dissonant Relational Multiplexity in Information System Implementation Failures: Insights from a Grounded Theory Approach,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/4,No Abstract,Paul Benjamin Lowry,Virginia Polytechnic Institute and State University
Time to Talk About It: Neurodiversity of Information Systems Users in Leisure Settings,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/3,No Abstract,Ofir Turel,University of Melbourne
Time to Talk About It: Neurodiversity of Information Systems Users in Leisure Settings,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/3,No Abstract,Antoine Bechara,University of Southern California
Designing Information Systems for Infectious Disease Management in VUCA Situations: Insights from a Design Archaeology Analysis of COVIDSafe,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/2,No Abstract,Alem Molla,RMIT University
Designing Information Systems for Infectious Disease Management in VUCA Situations: Insights from a Design Archaeology Analysis of COVIDSafe,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/2,No Abstract,Leona Chandra Kruse,University of Agder
Designing Information Systems for Infectious Disease Management in VUCA Situations: Insights from a Design Archaeology Analysis of COVIDSafe,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/2,No Abstract,Stan Karanasios,University of Queensland Business School
Designing Information Systems for Infectious Disease Management in VUCA Situations: Insights from a Design Archaeology Analysis of COVIDSafe,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/2,No Abstract,Christopher Cheong,RMIT University
Designing Information Systems for Infectious Disease Management in VUCA Situations: Insights from a Design Archaeology Analysis of COVIDSafe,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/2,No Abstract,Giang Hoang,"RMIT University, Australia/ Hue University-University of Economics"
Research Perspectives: Using a Process Philosophy Perspective in Information Systems Research: Principles of Creative Evolution,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/1,No Abstract,David Kreps,University of Galway
Research Perspectives: Using a Process Philosophy Perspective in Information Systems Research: Principles of Creative Evolution,2024,Issue 5,https://aisel.aisnet.org/jais/vol25/iss5/1,No Abstract,Frantz Rowe,Nantes University
Building on Scholarly Excellence to Forge a Responsible and Collective Path Forward,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/10,No Abstract,Monideepa Tarafdar,University of Massachusetts Amherst
Advice Utilization in Combined Human-Algorithm Decision-Making: An Analysis of Preferences and Behaviors,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/9,No Abstract,Panda Kumar Sachin,Universität Bern
Advice Utilization in Combined Human-Algorithm Decision-Making: An Analysis of Preferences and Behaviors,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/9,No Abstract,Aaron Schecter,University of Georgia
Doxing on Social Networking Sites: An Extension of the Social Cognitive Theory of Moral Thought and Action,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/8,No Abstract,Yang-Jun Li,Beijing Institute of Technology
Doxing on Social Networking Sites: An Extension of the Social Cognitive Theory of Moral Thought and Action,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/8,No Abstract,Christy M. K. Cheung,Hong Kong Baptist University
Doxing on Social Networking Sites: An Extension of the Social Cognitive Theory of Moral Thought and Action,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/8,No Abstract,Xiao-Liang Shen,Wuhan University
Doxing on Social Networking Sites: An Extension of the Social Cognitive Theory of Moral Thought and Action,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/8,No Abstract,Matthew K. O. Lee,City University of Hong Kong
Contextual Integrity and Personal Health Information Sharing in Online Social Networks,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/7,No Abstract,Han Li,University of New Mexico
Contextual Integrity and Personal Health Information Sharing in Online Social Networks,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/7,No Abstract,Xin (Robert) Luo,University of New Mexico
Contextual Integrity and Personal Health Information Sharing in Online Social Networks,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/7,No Abstract,Rathindra Sarathy,Oklahoma State University
Contextual Integrity and Personal Health Information Sharing in Online Social Networks,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/7,No Abstract,Heng Xu,University of Florida
Actual Private Information Disclosure on Online Social Networking Sites: A Reflective-Impulsive Model,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/6,No Abstract,Jingzhi Zhang,Beijing Normal University-Hong Kong Baptist University United Intl. College
Actual Private Information Disclosure on Online Social Networking Sites: A Reflective-Impulsive Model,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/6,No Abstract,Weiquan Wang,The Chinese University of Hong Kong
Actual Private Information Disclosure on Online Social Networking Sites: A Reflective-Impulsive Model,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/6,No Abstract,Lara Khansa,Virginia Tech
Actual Private Information Disclosure on Online Social Networking Sites: A Reflective-Impulsive Model,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/6,No Abstract,Sung S. Kim,University of Wisconsin-Madison
Social Network Integration and Online Review Helpfulness: An Empirical Investigation,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/5,No Abstract,Zheyuan Pu,Peking University
Social Network Integration and Online Review Helpfulness: An Empirical Investigation,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/5,No Abstract,Shengli Li,Peking University
Social Network Integration and Online Review Helpfulness: An Empirical Investigation,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/5,No Abstract,Jiaxuan Wu,Peking University
Social Network Integration and Online Review Helpfulness: An Empirical Investigation,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/5,No Abstract,Yipeng Liu,Northern Illinois University
A DNA Helix Analogy for Interdependent Mixed Methods Research: Enabling Cross-Fertilizations and Interim Meta-Inferences,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/4,No Abstract,Ariana Polyviou,Cyprus University of Technology
A DNA Helix Analogy for Interdependent Mixed Methods Research: Enabling Cross-Fertilizations and Interim Meta-Inferences,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/4,No Abstract,Nancy Pouloudi,Athens University of Economics and Business
A DNA Helix Analogy for Interdependent Mixed Methods Research: Enabling Cross-Fertilizations and Interim Meta-Inferences,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/4,No Abstract,Katerina Pramatari,Athens University of Economics and Business
A DNA Helix Analogy for Interdependent Mixed Methods Research: Enabling Cross-Fertilizations and Interim Meta-Inferences,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/4,No Abstract,Leiser O. Silva,University of Houston
Knowing What to Acquire in the Digital Technology Industry: Balancing Exploitation and Exploration for Superior Performance,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/3,No Abstract,Nikhil Bandodkar,South Carolina State University
Knowing What to Acquire in the Digital Technology Industry: Balancing Exploitation and Exploration for Superior Performance,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/3,No Abstract,Varun Grover,University of Arkansas
Knowing What to Acquire in the Digital Technology Industry: Balancing Exploitation and Exploration for Superior Performance,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/3,No Abstract,Renu Singh,South Carolina State University
“Dialogue of Forces”: The Dialogical Constitution of Organizational Transformation in the Digital Age,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/2,No Abstract,Kaveh Mohajeri,IESEG School of Management
“Dialogue of Forces”: The Dialogical Constitution of Organizational Transformation in the Digital Age,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/2,No Abstract,Aurelie Leclerq-Vandelannoitte,IESEG School of Management
How Does Big Data Analytics Shape Human Heuristics Adaptation in Strategic Decision-Making? A Perspective of Environmental Uncertainty Contingencies,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/1,No Abstract,Jin Chen,University of Nottingham Ningbo China
How Does Big Data Analytics Shape Human Heuristics Adaptation in Strategic Decision-Making? A Perspective of Environmental Uncertainty Contingencies,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/1,No Abstract,Cheng Suang Heng,National University of Singapore
How Does Big Data Analytics Shape Human Heuristics Adaptation in Strategic Decision-Making? A Perspective of Environmental Uncertainty Contingencies,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/1,No Abstract,Yan Li,ESSEC Business School
How Does Big Data Analytics Shape Human Heuristics Adaptation in Strategic Decision-Making? A Perspective of Environmental Uncertainty Contingencies,2024,Issue 6,https://aisel.aisnet.org/jais/vol25/iss6/1,No Abstract,Xi Chen,Zhejiang University / Center for Research on Zhejiang Digital Development and Governance
On Scholarly Composition: From Acceptable to Exceptional,2022,Issue 1,https://aisel.aisnet.org/jais/vol24/iss1/10,No Abstract,Dorothy E. Leidner,University of Virginia
On Scholarly Composition: From Acceptable to Exceptional,2022,Issue 1,https://aisel.aisnet.org/jais/vol24/iss1/10,No Abstract,Monica Birth,The Association for Information Systems
Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,2022,Issue 1,https://aisel.aisnet.org/jais/vol24/iss1/9,No Abstract,Mette Strange Noesgaard,Aalborg University
Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,2022,Issue 1,https://aisel.aisnet.org/jais/vol24/iss1/9,No Abstract,Jeppe Agger Nielsen,Aalborg University
Same but Different: Variations in Reactions to Digital Transformation Within an Organizational Field,2022,Issue 1,https://aisel.aisnet.org/jais/vol24/iss1/9,No Abstract,Tina Blegind Jensen,Copenhagen Business School
